albanian_title,english_title
Muzikant,Musician
Mentor BONEVET Kacanik,Mentor BONEVET Kacanik
shitese ne dyqan,shop assistant
TEKNIK KONTABILITETI,ACCOUNTING TECHNICIAN
Menaxhim i rrjeteve socilae,Management of social networks
Asistent stomatologut,Dental assistant
Ndihmes i gjeodetit,Assistant surveyor
Mirembajtes i makinerive te prodhimit,Maintenance of production machines
Praktikant ne Menaxhimin e Projekteve ne Teren,Intern in Field Project Management
Praktikante ne kontabilitet,Intern in accounting
Asistent i kontabilistit,Assistant accountant
Asistente ne financa & kontabilitet - !,Assistant in finance & accounting - !
Inxhiner Bachellor i Ndertimtaris,Bachelor of Civil Engineering
Bacheller i Ndertimtaris,Bachelor of Construction
Punetor per shtrim pllakash,Tiling worker
Shitese ne dyqan dhe online (AneaHome),Seller in store and online (AneaHome)
menaxhere e rrjeteve sociale,manager of social networks
Pozita: Punetor i Pastrimit,Position: Cleaning Worker
Make Up Artiste – Menaxhere,Make Up Artist - Manager
Shitese – Guma Embelsuese - Cokollata dhe Embelsira,Sales - Sweetening Gums - Chocolates and Sweets
Punetor montimi (druri dhe materiale ndertimi),Assembly worker (wood and building materials)
Personazh / aktor,Character / actor
INFERMIERI,Nurse
Shitese ne Dyqan Rrobash,Saleswoman in the Clothes Store
Ndihmse,ACCESSORIES
Puntor Ndihmes,Assistant worker
Asistent ne zyren e Avokatit,Assistant in the lawyer's office
Menaxher i rrjeteve sociale / praktikant,Social Media Manager / Intern
Ndimes Instalues elektrik,Part time Electrician
Shites Ambulantiv HoReCa,HoReCa Ambulatory Salesman
Mesuese te Muzikes,Music teacher
Shitese ne Optika Prime,Saleswoman at Optika Prime
Puntor-Saldues,Worker-Welder
Staff Malisheve,Malisheve staff
Sektoriste -Arkatare,Sectorist - Cashier
PATRONIST DHE RROBAQEPES,PATRONIST AND GLOVES
RROBAQEPES DHE PATRONIST,GLOVES AND PATRONIST
Pozite Praktikante – Inxhinieri dhe Ndertimtari,Intern Position - Engineering and Construction
Punetor per kujdes ndaj kafsheve dhe aktivitete tjera,Worker for animal care and other activities
Auto mekanik,Car mechanic
Bekim Mahmuti B.I.,Bekim Mahmuti B.I.
Asistente stomatologut,Dental assistant
Agjent e Shitjes ne Barnatoren,Sales Agent at the Pharmacy
Punetor per punimin e mobileve,Mobile worker
Teknologe U.,Technologist U.
Kerkoj punetor per delivery.,I am looking for a delivery worker.
SIGURIM FIZIK /Mirmbajtes,PHYSICAL INSURANCE / Maintenance
Ndihmes Saldues,Welding Assistant
Pastrus per Vetura,Car cleaner
Delivery me biciklete elektrike,Delivery with electric bicycles
Zhvillues Web,Web Developer
Jehona Zeneli B.I.,Echo Zeneli B.I.
Komercialist (m/f) i Shitjes ne Teren,Field Sales Commercialist (m/f).
Asistent i projekteve,Project assistant
Mirembajtes dhe Sigurim,Maintenance and Insurance
Ndihmese Kuzhinier,Assistant Cook
Kimiste-Labirante,Chemist-Labyrinth
Content creator/ social media editor,Content creator/ social media editor
Miremebajtese,Well-maintained
LiveChat Agent,LiveChat Agent
Live Chat Support,Live Chat Support
Psikolog,Psychologist
Mirembajtes Dokumentacioni,Maintain Documentation
Administrator per media sociale te GLV Natyra,Administrator for social media of GLV Natyra
Zyrtar i vullnetareve,Volunteer Officer
Video Editor per Social Media,Video Editor for Social Media
Asistent Menagjere,Assistant Manager
Adminisrate,Administer
Ndimes rrobaqepese / Shitese,Part of a seamstress / Saleswoman
Muzike,Music
Kerkojme Kamarier,We are looking for a waiter
Nenpunes ne optike,Clerk in optics
MJESHTER ZDRUKTARIE,MASTER CARPENTRY
Menaxher i zyres,Office Manager
hoteleri,HOSPITALITY
Asistent Administrativ & Shitjes (Real Estate),Administrative & Sales Assistant (Real Estate)
Punetor ne rrobaqepsi,Tailor worker
Laborant/Laborante,Laboratory technician
Asistent prodhimi,Production assistant
vende pune,jobs
KERKOJ PUNTOR,LOOKING FOR WORKER
Mjeshter/Kopshtar,Master/Gardener
Dizajne & Shtypje,Designs & Printing
Puntor ne recepsion,Worker at the reception
Nails artist,Nail artist
Shitese e produkteve kozmetike,Seller of cosmetic products
Asistent administrate,Administrative assistant
Blegtori,farming
Hotelieri,catering
Punetor i Kuzhines / Asistent pergatitje ushqimi,Kitchen Worker / Food Preparation Assistant
Asistente ne Qender Estetike,Assistant in Aesthetic Center
punetor ne sera,greenhouse worker
Per Social Media,For Social Media
Puntor ne repart,Worker in the department
arkitekt praktikante,practicing architect
Puntor ne Administrat,Worker in Administration
AGJENTE E SHITJES,SALES AGENT
ASISTENT I STOMATOLOGJISE,DENTIST ASSISTANT
Librar / librare,Bookstore / bookstore
DPH Kasablanka,DPH Casablanca
DPH Kasabllanka,DPH Casablanca
ADMINSTRAT,ADMINISTRATOR
Ndihms Kamarier,Assistant Waiter
shankist/ndihms shanku,bartender/assistant bartender
Rrobaepese,Clothes
Inxhinier (bachelor) i ndertimtarise,Engineer (bachelor) of construction
Trajnere ne matematike dhe Gjuhe angleze,Trainer in mathematics and English language
Sherbime Printimi,Printing Services
Stiliste flokeve,Hair stylist
Agjent i Shitjes - Real Estate,Sales Agent - Real Estate
Shites ne piken e Karburanteve,For sale at the fuel point
Praktikant per pune administrative,Intern for administrative work
Infermiere-Asistente e Fizioterapise,Physiotherapy Nurse-Assistant
Inxhinier i Makinerise/HVAC-Bachelor,Mechanical/HVAC Engineer-Bachelor
Inxhinier i Hidroteknikes-Bachelor,Hydrotechnical Engineer-Bachelor
Mirembajtes per zyrat e klubit,Hello to the club offices
Ndihmes Trajner te grupmoshave te reja U7 - U9 - U11 - U13 - U15,Assistant Coach of the new age groups U7 - U9 - U11 - U13 - U15
Eduakatore,Educator
Praktikant i Ngrohjes-Klimatizimit,Heating-Air Conditioning Intern
KONKURS PUNE – MERCHANDISER (Gjilan),JOB COMPETITION - MERCHANDISER (Gjilan)
KONKURS PUNE – MERCHANDISER (Fushe Kosove),JOB COMPETITION - MERCHANDISER (Kosovo field)
KONKURS PUNE – MERCHANDISER (Vushtrri),JOB COMPETITION - MERCHANDISER (Vushtrri)
KONKURS PUNE – MERCHANDISER (Mitrovice e jugut),JOB COMPETITION - MERCHANDISER (South Mitrovica)
Infermiere e Licensuar,Licensed Nurse
Asistente Financiare - Kalkulante,Financial Assistant - Calculator
Mjeshter i Pergjithshem,General Master
Monter i mobiljeve ne puntori dhe teren,Furniture fitter in the workshop and in the field
Asistent Mekaniku,Assistant Mechanic
Edukatore ndihmese,Assistant educator
Asistence ne rrjete socaile,Assistance in social networks
Asistent Administrativ.,Administrative Assistant.
SKICERE,SKETCHES
Automatik,aUTOMATIC
Roje Fizike/dhe Recepcionist,Physical Guard/and Receptionist
MANDARINA FRUITS 2025 SH.P.K,MANDARINA FRUITS 2025 LLC
Asistent ne Kosova Makers League,Assistant in the Kosovo Makers League
Zhvillues i Front End,Front End Developer
Agjent i shtijes,Recruiting agent
Kerkojm rrobaqepse,We are looking for a tailor
Serviser per Telefona,Telephone Servicer
Prodhim i dyerve dhe dritareve PVC,Production of PVC doors and windows
Mbikqyres i fermes,Farm supervisor
Ndihmese Kontabiliste,Accounting Assistant
Asistente per thonje,Nail assistant
Shitese - Faturiste,Saleswoman - Biller
Gazetar tereni,Field reporter
Kerkohet nje buke pjekes me pervoje pune,We are looking for a baker with work experience
Hostess-mikpritese,Hostess
Mirembajtese - Pastuese,Maintenance - Cleaning
Dizajn vizual,Visual design
Agjende e shitjes,Sales agenda
shites/rrobaqepes,seller/tailor
Molla Eger Agroturizem,Molla Eger Agrotourism
Gastronomi,Gastronomie
Hostess-Mikpritese,Hostess
Bashkepunetore Profesional,Professional Associate
Asistent per Projekte,Project Assistant
Pozita : Zyra Noteriale,Position: Notary Office
Menagjere E Rrjeteve Sociale,Social Networks Manager
Puntore ne Free shop,Work in the Free shop
Punetore ne free shop,Free shop worker
Kurs i Gjuhes Angleze shpall konkurs per poziten: Punetore Administrate,The English Language Course announces a competition for the position: Administrative Worker
Edukatore - STEM trajnere,Educator - STEM trainer
Kordinatore e shitjes ne media sociale,Social media sales coordinator
Asistente e stomatologjis (infermiere),Dental assistant (nurse)
Agjent i shitjes dhe i rezervimeve,Sales and booking agent
Ndihmese e Kuzhinierit,Cook's assistant
Punetor per procesin e paketimit,Worker for the packaging process
Asistente / Praktikante ne Kontabilitet,Assistant / Intern in Accounting
Shankist-e - Kamarier-e - Market,Bartender - Waiter - Market
punetor per ferme,farm worker
Asistent medicionale,Medical assistant
Asistente ne zyren e avokatise,Assistant in the lawyer's office
Edukarore,Educational
Asistent per ceshtje mesimore,Assistant for educational matters
Shankist/Banakier,Bartender/Bartender
Aritekte,Architects
Hostes-mikpritese,Hostess-hostess
Mentor Programimi (Student i IT-se),Programming Mentor (IT Student)
Agjent i thirrjeve telefonike,Call agent
Puntor-Kamarier,Worker-Waiter
Asistente Stomatologjise,Dental Assistant
FARMACIST,PHARMACIST
TEKNIK I STOMATOLOGJISE,DENTAL TECHNICIAN
Psikologe/Terapist stimulimi,Psychologist/stimulation therapist
Asistente e doktorit,Doctor's assistant
asistent projekti,project assistant
KONTABILIST,ACCOUNTANT
Infermiere / infermier me pergjegjesi administrative,Nurse / nurse with administrative responsibility
Arkatr,Arkatr
kalkulante,calculating
Administrator ne zyren ne Gjilan,Administrator in the office in Gjilan
banakier,bartender
Asistentet ligjore,Legal assistants
Zyrtar i kolektimeve,Collections official
Liberlidhje,Free connection
Asistent administrative-sekretar juridike,Administrative assistant-legal secretary
Teknike farmacie,Pharmacy technician
Teknik farmacie,Pharmacy technician
Ndihmes-estetiste,Beautician assistant
MS PowerPoint Expert,MS PowerPoint Expert
Zeje dhe zanate,Crafts and crafts
Punetore/ Shitese,Worker/ Saleswoman
Punetore mirembajtes,Maintenance worker
Mobilier,joiner
presstari,the press
Prestarija,Preparation
Konsulente e Rektrutimit,Recruitment Consultant
Moler-fasader,Facade painter
Operations Manager,Operations Manager
R&D Technician and IT Specialist,R&D Technician and IT Specialist
Ndihmes i perpunimit te gurit,Ndihmes i perpunimit te gurit
Event Coordinator (Koordinator Ngjarjesh),Event Coordinator (Koordinator Ngjarjesh)
Mathematics Teacher,Mathematics Teacher
Back-End Developer Intern (Python/PHP/Node.js/Java),Back-End Developer Intern (Python/PHP/Node.js/Java)
Inxhinier i Dizajnit Makinerik,Inxhinier i Dizajnit Makinerik
NodeJS Intern,NodeJS Intern
Junior Web Developer - Remote (WordPres/Framer/Webflow),Junior Web Developer - Remote (WordPres/Framer/Webflow)
Programer Junior,Programer Junior
Social Media Manager Intern,Social Media Manager Intern
Junior Video Editor,Junior Video Editor
Graphic Designer,Graphic Designer
Menaxher i sallonit te ondulimit -,Menaxher i sallonit te ondulimit -
Zyrtar i Sigurise ne Pune (Intern),Zyrtar i Sigurise ne Pune (Intern)
Operator I Prodhimit,Operator I Prodhimit
Pre Production Casting Coordinator,Pre Production Casting Coordinator
Praktikante ne Finance/Administrate,Praktikante ne Finance/Administrate
Praktike ne IT Support,Praktike ne IT Support
Operator per CNC,Operator per CNC
Operator ne Prodhim,Operator ne Prodhim
Frontend Intern,Frontend Intern
Specialist IT Fillestar ( Intern),Specialist IT Fillestar ( Intern)
CAD Designer,CAD Designer
Marketing and visual merchandising manager,Marketing and visual merchandising manager
Adminisreatori dhe IT asistenti,Adminisreatori dhe IT asistenti
Junior AI/ML Engineer,Junior AI/ML Engineer
Speacialsit i IT-se,Speacialsit i IT-se
Internship,Internship
Backend Developer - PHP - Shopware,Backend Developer - PHP - Shopware
Marketing,Marketing
Finance Assistant,Finance Assistant
Business Development Assistant,Business Development Assistant
Content creator - intern,Content creator - intern
Social Media and content specialist,Social Media and content specialist
Web Designer - UI/UX,Web Designer - UI/UX
Asistenti te Marketingut dhe Mardhenieve me publikun,Asistenti te Marketingut dhe Mardhenieve me publikun
Asistente e Mesuesit te Klases,Asistente e Mesuesit te Klases
Software Developer,Software Developer
Menaxhimin ne rrjete sociale/marketing,Menaxhimin ne rrjete sociale/marketing
Asistent Operator CNC,Asistent Operator CNC
Junior Accounting,Junior Accounting
Petrit F. Klecka B.I.,Petrit F. Klecka B.I.
Full Stack Developer (Web & Mobile - Java Spring Boot),Full Stack Developer (Web & Mobile - Java Spring Boot)
Per nevoja te biznesit na nevojitet punetore e motivuar per pune e cila do te beje menagjimin dhe kordinimin e puneve ne rrjetet sociale si dhe pranimin e telefonatave,Per nevoja te biznesit na nevojitet punetore e motivuar per pune e cila do te beje menagjimin dhe kordinimin e puneve ne rrjetet sociale si dhe pranimin e telefonatave
Nail Artist & Technician.,Nail Artist & Technician.
Operator ne makinat e prerjes - CNC dhe WATERJET,Operator ne makinat e prerjes - CNC dhe WATERJET
Puntore ne internet,Puntore ne internet
Kontabilist/Specialist i Kontabilitetit,Kontabilist/Specialist i Kontabilitetit
Fullstack Developer,Fullstack Developer
Marketing - rrjete sociale,Marketing - rrjete sociale
Backend Developer,Backend Developer
Praktikanti ne IT Support,Praktikanti ne IT Support
Social Media Manager,Social Media Manager
Logistics Intern,Logistics Intern
Web Developer,Web Developer
Back-End Developer,Back-End Developer
Intern - Motion Designer,Intern - Motion Designer
Ferit Karadolami B.I.,Ferit Karadolami B.I.
Wordpress Developer,Wordpress Developer
Junior i/ Teknologjise Informative,Junior i/ Teknologjise Informative
ERP Developer,ERP Developer
Asistent i mjeshtrit ne ndertimtari,Asistent i mjeshtrit ne ndertimtari
Marketingu dhe Dokumentimi per Projektet ne Terren,Marketingu dhe Dokumentimi per Projektet ne Terren
Agjent Marketingu,Agjent Marketingu
Teknik i montimit te reklamave,Teknik i montimit te reklamave
Ardit Thaci L.L.C.,Ardit Thaci L.L.C.
Partner Manager,Partner Manager
Data Engineer & Data Scientist Intern,Data Engineer & Data Scientist Intern
QA Engineer,QA Engineer
Backend Intern,Backend Intern
Social media manager,Social media manager
Marketing - Menaxhim i rrjeteve sociale,Marketing - Menaxhim i rrjeteve sociale
Dizajner Grafik (Graphic Designer),Dizajner Grafik (Graphic Designer)
Support Intern,Support Intern
Agjente e marketingut,Agjente e marketingut
Teknike e dizajnit Interier,Teknike e dizajnit Interier
Mirembajtese e objektit - Pastruese,Mirembajtese e objektit - Pastruese
Asistent per sherbime te marketingut digjital,Asistent per sherbime te marketingut digjital
Junior Network Engineer,Junior Network Engineer
Junior System Engineer,Junior System Engineer
Financial Analyst,Financial Analyst
Marketing manager.,Marketing manager.
Krijues i Kontentit per Rrjetet Sociale,Krijues i Kontentit per Rrjetet Sociale
Puntore ne fabriken e prodhimit te produkteve nga MDF dhe druri,Puntore ne fabriken e prodhimit te produkteve nga MDF dhe druri
It per instutcionin ne qerdhe,It per instutcionin ne qerdhe
Kerkoj punetor per lemin e drurit .,Kerkoj punetor per lemin e drurit .
Instalues i sistemit te ngrohjes,Instalues i sistemit te ngrohjes
Junior Technical Officer,Junior Technical Officer
Teknik IT Tereni,Teknik IT Tereni
Go Developer,Go Developer
OPERATORE NE ARKE,OPERATORE NE ARKE
Menagjimin e dokomentacionit dhe puna me pal,Menagjimin e dokomentacionit dhe puna me pal
Digital Marketing Specialist,Digital Marketing Specialist
Administrate - Menaxhim i Rrjeteve Sociale dhe Marketing,Administrate - Menaxhim i Rrjeteve Sociale dhe Marketing
Junior Software Developer,Junior Software Developer
Programi Junior,Programi Junior
Asistente Junior /Nepunes Kontabiliteti,Asistente Junior /Nepunes Kontabiliteti
Asistente Junior/ Nepunes Kontabiliteti,Asistente Junior/ Nepunes Kontabiliteti
Teknik(Mbeshtetes) i Terrenit dhe Logjistikes,Teknik(Mbeshtetes) i Terrenit dhe Logjistikes
Intern Solar Engineer,Intern Solar Engineer
Social Media Assistant,Social Media Assistant
Content Creator / Social Media Manager,Content Creator / Social Media Manager
Accounting Intern,Accounting Intern
Administrative Assistant,Administrative Assistant
Operator i Printimit,Operator i Printimit
Ndihmes i mjeshtrit te prodhimit,Ndihmes i mjeshtrit te prodhimit
Udheheqese e sherbimit te kontabilitetit .,Udheheqese e sherbimit te kontabilitetit .
Mirembajtes e objektit (pastrues),Mirembajtes e objektit (pastrues)
Menaxher i marketingut,Menaxher i marketingut
Software Engineer Intern,Software Engineer Intern
Content creator/ Social media manager,Content creator/ Social media manager
Internship program-Software Developer,Internship program-Software Developer
Junior Back-End Developer,Junior Back-End Developer
Internship ne Zhvillimin e Uebit,Internship ne Zhvillimin e Uebit
Operator ne Qendren e Kujdesit per kliente - “Call Center”.,Operator ne Qendren e Kujdesit per kliente - “Call Center”.
Full-Stack Developer Intern (Python/PHP/Node.js/Java + React/Vue/Angular),Full-Stack Developer Intern (Python/PHP/Node.js/Java + React/Vue/Angular)
Internship – Risk Management and Internal Controls,Internship – Risk Management and Internal Controls
SEO Specialist,SEO Specialist
Mesues per CONCORDIA qendra Tranzit - Program i Asociacionit CONCORDIA Projekte Sociale,Mesues per CONCORDIA qendra Tranzit - Program i Asociacionit CONCORDIA Projekte Sociale
Canva Designer,Canva Designer
Kontabilist/Konsulent Tatimor Junior,Kontabilist/Konsulent Tatimor Junior
Marketing ne rrjete sociale,Marketing ne rrjete sociale
Flutter Developer,Flutter Developer
Account Manager Agjenci te Marketingut Digjital,Account Manager Agjenci te Marketingut Digjital
Junior Graphic Designer,Junior Graphic Designer
Praktikant Web Developer,Praktikant Web Developer
Inter .NET Developer,Inter .NET Developer
Koordinatore e Kurseve te Programimit per Femije (Logiscool - Aktash),Koordinatore e Kurseve te Programimit per Femije (Logiscool - Aktash)
Business Development/Sales Representative,Business Development/Sales Representative
Project Assistant,Project Assistant
Operator ne makineri te prodhimit paleteva nga druri,Operator ne makineri te prodhimit paleteva nga druri
Agjent i marketingut,Agjent i marketingut
shites dhe perkujdesje ndaj mallit elektrike ndricim,shites dhe perkujdesje ndaj mallit elektrike ndricim
Mbikqyres dhe pergjegjes per mbarevajtjen e linjave te prodhimit te kubezave,Mbikqyres dhe pergjegjes per mbarevajtjen e linjave te prodhimit te kubezave
Junior Arkitekt,Junior Arkitekt
Junior IT,Junior IT
Agjente Marketingu,Agjente Marketingu
Operatore i shitjes,Operatore i shitjes
Formesimi dhe perpunimi i celcit te rafshte,Formesimi dhe perpunimi i celcit te rafshte
Aministration and Marketing,Aministration and Marketing
Marketing-commerce Specialist (Junior),Marketing-commerce Specialist (Junior)
• Social Media Manager,• Social Media Manager
SOCIAL MEDIA MANAGER,Social Media Manager
Sales Intern,Sales Intern
Operatore,Operatore
Office Assistant,Office Assistant
Mirembajtes i pajisjeve teknike dhe ruajtje te ambientit naten,Mirembajtes i pajisjeve teknike dhe ruajtje te ambientit naten
Content Creator & Social Media Manager,Content Creator & Social Media Manager
Programer junior,Programer junior
Operator i makinerise se prerjes dhe lemimit,Operator i makinerise se prerjes dhe lemimit
Junior Developer,Junior Developer
Social Media Marketing,Social Media Marketing
Financere,Financere
Internship Opportunity: Front-End Developer (m/f),Internship Opportunity: Front-End Developer (m/f)
Operator,Operator
.NET Core Intern,.NET Core Intern
Instalues i Ujit dhe Ngrohjes,Instalues i Ujit dhe Ngrohjes
Agjent i marketingut ne teren,Agjent i marketingut ne teren
Agjent i Marketingut ne teren,Agjent i Marketingut ne teren
Operator Makine,Operator Makine
Punetore marketingu,Punetore marketingu
Specialist i Trajtimit te Lekures dhe Estetikes,Specialist i Trajtimit te Lekures dhe Estetikes
Punetore per departamentin e marketingut,Punetore per departamentin e marketingut
Ndihmes Operator,Ndihmes Operator
IT per elektronike dhe ecommerce,IT per elektronike dhe ecommerce
Specialist i sherbimeve per klient,Specialist i sherbimeve per klient
Personal Assistant,Personal Assistant
Public Relations and Social Media assistant,Public Relations and Social Media assistant
Kopshtar ne rregullimin e kopshtit dhe shitjen e bimeve dekorative,Kopshtar ne rregullimin e kopshtit dhe shitjen e bimeve dekorative
Ndihmes operator ne Makinat CNC,Ndihmes operator ne Makinat CNC
Pune fillestare si junior arkitekt,Pune fillestare si junior arkitekt
Marketing Specialist,Marketing Specialist
DevOps Intern,DevOps Intern
JUNIOR SOFTWARE DEVELOPER,JUNIOR SOFTWARE DEVELOPER
Junior Web Developer,Junior Web Developer
Punetor per Paketimit dhe Sherbim,Punetor per Paketimit dhe Sherbim
VITAFIT - Shitese,VITAFIT - Shitese
Operator ne printime te reklamave dhe shenjave rrugore,Operator ne printime te reklamave dhe shenjave rrugore
Sales B2B Internship,Sales B2B Internship
OPERATOR MBIKEQYRJES ELEKTRONIKE,OPERATOR MBIKEQYRJES ELEKTRONIKE
AGJENT MARKETINGUT,AGJENT MARKETINGUT
Sales Representative,Sales Representative
Sherbime te Ngrohjes dhe Klimatizimit nga ECO Termika,Sherbime te Ngrohjes dhe Klimatizimit nga ECO Termika
Sherbime te ngrohjes dhe klimatizimit nga ECO Termika,Sherbime te ngrohjes dhe klimatizimit nga ECO Termika
Client Support Specialist,Client Support Specialist
Koordinatore Marketingu,Koordinatore Marketingu
Finance,Finance
Quality Assurance (QA) Manual Tester Intern,Quality Assurance (QA) Manual Tester Intern
Marketing Manager,Marketing Manager
Camera Engineering Inter,Camera Engineering Inter
Firmware Development Engineer Intern,Firmware Development Engineer Intern
Camera Engineer Intern,Camera Engineer Intern
Regulatory Engineer Intern,Regulatory Engineer Intern
Sales & Customer Relations Officer,Sales & Customer Relations Officer
Manufacturing Engineer Intern,Manufacturing Engineer Intern
Agjent i terrenit per komunat: Fushe Kosove - Obiliq dhe Drenas,Agjent i terrenit per komunat: Fushe Kosove - Obiliq dhe Drenas
Programming Instructor,Programming Instructor
Specialist i Operacioneve dhe Logjistikes ne Max Travel,Specialist i Operacioneve dhe Logjistikes ne Max Travel
Project Coordinator,Project Coordinator
Software Engineer,Software Engineer
Asistente e Marketingut,Asistente e Marketingut
Aktivitetet e tjera te shendetit te njeriut,Aktivitetet e tjera te shendetit te njeriut
Tregtia me pakice e artikujve elektronike - ngjyrave dhe xhamit - ne dyqane te specializuara,Tregtia me pakice e artikujve elektronike - ngjyrave dhe xhamit - ne dyqane te specializuara
International Kids Academy,International Kids Academy
Accountant,Accountant
Specialist e Konsumatoreve,Specialist e Konsumatoreve
Asistent i Teknikit te Farmacise,Asistent i Teknikit te Farmacise
Intern Front End Developer,Intern Front End Developer
Junior Frontend Developer,Junior Frontend Developer
Sales Assistant,Sales Assistant
Internship UI/UX Designer,Internship UI/UX Designer
Junior Backend Developer,Junior Backend Developer
Specialist i Marredhenieve me Furnitoret,Specialist i Marredhenieve me Furnitoret
Marketing Digital,Marketing Digital
Intern - Software Engineer,Intern - Software Engineer
Ne jemi ne kerkim te nje recepsionisti te perkushtuar dhe te afte per te drejtuar dhe menaxhuar detyrat e recepsionit ne hotelin tone ne qender te Prishtines. Pershkrim i rolit,Ne jemi ne kerkim te nje recepsionisti te perkushtuar dhe te afte per te drejtuar dhe menaxhuar detyrat e recepsionit ne hotelin tone ne qender te Prishtines. Pershkrim i rolit
Data Entry for Accounting Intern,Data Entry for Accounting Intern
Graphic Designer/ Social Media Manager,Graphic Designer/ Social Media Manager
Asistent e produksionit Amerikania perseri ne Kosove,Asistent e produksionit Amerikania perseri ne Kosove
Menaxher Marketingu,Menaxher Marketingu
Marketing Digjital,Marketing Digjital
Junior IT Support,Junior IT Support
Operator i laserit,Operator i laserit
Grafik Designer,Grafik Designer
Praktikant per marketing,Praktikant per marketing
Kerkojme nje Shitese / Prezantuese e produktit ne piken e Dragon Breath .,Kerkojme nje Shitese / Prezantuese e produktit ne piken e Dragon Breath .
Developer Software,Developer Software
Wordpress - Web-Designer,Wordpress - Web-Designer
Junior Front-End Developer (React.js – Pixel-Perfect Implementation),Junior Front-End Developer (React.js – Pixel-Perfect Implementation)
Software developer,Software developer
Praktikant - Operator ne makina,Praktikant - Operator ne makina
HR & Office Administrator,HR & Office Administrator
Specialist Marketingu ne Teren (Perfshire Shkrimin e Ofertave dhe Fotografim),Specialist Marketingu ne Teren (Perfshire Shkrimin e Ofertave dhe Fotografim)
Operator ne makinen CNC,Operator ne makinen CNC
Socia Media Assistant,Socia Media Assistant
Menaxhere marketingu online,Menaxhere marketingu online
Menaxhere Marketingu online,Menaxhere Marketingu online
Shofer/Taksist - data e fillimit 15.06.2025,Shofer/Taksist - data e fillimit 15.06.2025
Asistent za IT ne projektet,Asistent za IT ne projektet
Internship / Mundesi Punesimi,Internship / Mundesi Punesimi
Sales,Sales
Sales Representative Intern – Keey (Airbnb Property Management),Sales Representative Intern – Keey (Airbnb Property Management)
Web Zhvillues (Front-End - HTML/CSS) Teacher,Web Zhvillues (Front-End - HTML/CSS) Teacher
Child Welfare Interns,Child Welfare Interns
MArketing dhe shitje,MArketing dhe shitje
Menaxher Marketing,Menaxher Marketing
Kerkese per angazhim te punetorit si frizer,Kerkese per angazhim te punetorit si frizer
Pricing Analyst,Pricing Analyst
Punetor i Sherbimeve te Pastrimit dhe Mirembajtjes,Punetor i Sherbimeve te Pastrimit dhe Mirembajtjes
Marketing agent,Marketing agent
Video Editing Intern,Video Editing Intern
Agjent i shitjes dhe Marketingut,Agjent i shitjes dhe Marketingut
Punetor ne sektorin e paketimit dhe ambalazhimit te mishit,Punetor ne sektorin e paketimit dhe ambalazhimit te mishit
Punetore ne sektorin e pastrimit te pajisjeve dhe ambientit te fabrikes -,Punetore ne sektorin e pastrimit te pajisjeve dhe ambientit te fabrikes -
Video Editing Intern – UpBizz,Video Editing Intern – UpBizz
UI & UX Designer – UpBizz,UI & UX Designer – UpBizz
Menaxhere e marketingut dhe rrjeteve sociale,Menaxhere e marketingut dhe rrjeteve sociale
Junior Web Developer (PHP / Laravel / WordPress),Junior Web Developer (PHP / Laravel / WordPress)
Junior Python Developer ( Django / Web Scraping),Junior Python Developer ( Django / Web Scraping)
Software Development Intern,Software Development Intern
Operations & Data Assistant,Operations & Data Assistant
Teknik i manipulimit te makineris,Teknik i manipulimit te makineris
Content Delivery Intern,Content Delivery Intern
Punetor per mirembajtjes se rrjetit IT,Punetor per mirembajtjes se rrjetit IT
Front-end developer (Internship),Front-end developer (Internship)
agjensi kreative e specializuar per marketing dixhital,agjensi kreative e specializuar per marketing dixhital
Front End Developer,Front End Developer
FrontEnd Developer,FrontEnd Developer
Departamenti i prodhimit - Lyrje te mobileve,Departamenti i prodhimit - Lyrje te mobileve
Data & Research Assistant,Data & Research Assistant
Marketing & Komunikim,Marketing & Komunikim
Operatore ne Arke ne Wester Union,Operatore ne Arke ne Wester Union
Specialist marketingu,Specialist marketingu
Junior Recruiter,Junior Recruiter
WordPress Developer,WordPress Developer
Sales Representative Intern – Keey,Sales Representative Intern – Keey
React Developer,React Developer
Dizajn dhe marketing digjital,Dizajn dhe marketing digjital
Assistant for Digital Marketing & Sales,Assistant for Digital Marketing & Sales
Mjeshter i armimit dhe ndertimit,Mjeshter i armimit dhe ndertimit
Web Developer (WordPress/HTML - JS - CSS),Web Developer (WordPress/HTML - JS - CSS)
EKSPERT / TRAJNER PER IT - DIZAJN GRAFIK,EKSPERT / TRAJNER PER IT - DIZAJN GRAFIK
IT Support Technician,IT Support Technician
Junior Programer,Junior Programer
Full Stack developer - praktikant,Full Stack developer - praktikant
Puntore ne fabriken e prodhimit te produkteve nga druri,Puntore ne fabriken e prodhimit te produkteve nga druri
International Cooperation and Project Assistant in the Faculty of Diagnostic Health Sciences,International Cooperation and Project Assistant in the Faculty of Diagnostic Health Sciences
Pjekes i mishit ne skare,Pjekes i mishit ne skare
Olluri Marketing,Olluri Marketing
TEKNIK I RIPARIMIT TE PAISJEVE ELEKTROSHTEPIAKE,TEKNIK I RIPARIMIT TE PAISJEVE ELEKTROSHTEPIAKE
IT & Sales on Kubik Electronics Store,IT & Sales on Kubik Electronics Store
ARKATAR - SEKTORIST - MARKETING,ARKATAR - SEKTORIST - MARKETING
Operator mekanike,Operator mekanike
Junior ETL Developer,Junior ETL Developer
